window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670745000,5000,0.2,1126,1,[HGST HUH721212ALN604, AAG637TH], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670760000,5001,1.2,1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1146,1,[ST14000NM001G, ZLW18S61],1022,1,[ST4000DM000, Z305BBHH], , , , , , , , , , , , , , , , 
1719670765000,5000,0.4,1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1146,1,[ST14000NM001G, ZLW18S61],1022,1,[ST4000DM000, Z305BBHH], , , , , , , , 
1719670785000,5000,0.4,1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1146,1,[ST14000NM001G, ZLW18S61],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1022,1,[ST4000DM000, Z305BBHH]
1719670790000,5000,0.8,1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1033,1,[ST8000DM002, ZA11PX9E],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1007,1,[ST4000DM000, Z302AKWY]
1719670795000,5000,1.0,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670880000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670885000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670900000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670905000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670910000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670915000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670920000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670925000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670930000,5001,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670940000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670945000,5000,0.6,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670955000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670970000,5001,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670975000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670980000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670985000,5000,0.8,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719670990000,5000,0.8,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671000000,5000,0.8,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671005000,5000,0.4,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671015000,5000,0.2,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671020000,5001,0.6,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
1719671025000,5000,0.6,1033,2,[ST8000DM002, ZA11PX9E], [ST8000DM002, ZA11HN58],1133,2,[TOSHIBA MG07ACA14TA, Z8A0A07RF97G], [TOSHIBA MG07ACA14TA, Z8B0A0AFF97G],1152,1,[WDC WUH721414ALE6L4, QGKAK35T],1123,1,[HGST HUH721212ALN604, AAG6AWVH],1093,1,[ST10000NM0086, ZA214RHN],1126,1,[HGST HUH721212ALN604, AAG637TH],1032,1,[ST8000DM002, ZA134MV9],1065,1,[ST12000NM0008, ZHZ4Y3NL],1066,1,[TOSHIBA MG07ACA14TA, X880A0NBF97G],1037,1,[ST8000DM002, ZA13YXAF]
