window,latency,throughput,vault_id1,failures1,model_serial_list1,...,vault_id10,failures10,model_serial_list10
1719670625000,5000,0.4,1093,1,[ST10000NM0086, ZA21HD3Y],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670630000,5000,0.2,1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670635000,5001,0.2,1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1719670640000,5000,0.8,1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1041,1,[ST8000NM0055, ZA16V744],1010,1,[ST4000DM000, Z304KA0X],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , , , , , 
1719670645000,5000,0.2,1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1041,1,[ST8000NM0055, ZA16V744],1010,1,[ST4000DM000, Z304KA0X],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , 
1719670650000,5000,0.2,1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1010,1,[ST4000DM000, Z304KA0X],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ], , , , , , , , 
1719670655000,5001,0.4,1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1010,1,[ST4000DM000, Z304KA0X],1032,1,[ST8000DM002, ZA136191],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ],1100,1,[ST12000NM0008, ZL005DKH]
1719670660000,5000,0.2,1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1093,2,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1010,1,[ST4000DM000, Z304KA0X],1044,1,[ST8000NM0055, ZA17HPSZ],1032,1,[ST8000DM002, ZA136191],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST],1052,1,[HGST HMS5C4040BLE640, PL2331LAHDKYDJ]
1719670665000,5000,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1032,2,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1010,1,[ST4000DM000, Z304KA0X],1044,1,[ST8000NM0055, ZA17HPSZ],1014,1,[ST4000DM000, Z304LAP7],1050,1,[HGST HMS5C4040ALE640, PL1331LAHEKX2H],3003,1,[WDC WUH721816ALE6L4, 2PGMYVST]
1719670670000,5001,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,2,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1100,1,[ST12000NM0008, ZL005DKH],1010,1,[ST4000DM000, Z304KA0X],1044,1,[ST8000NM0055, ZA17HPSZ]
1719670675000,5000,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,2,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT],1100,1,[ST12000NM0008, ZL005DKH]
1719670680000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670800000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670805000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670810000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670815000,5001,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670820000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670825000,5000,0.8,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670840000,5001,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670845000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670870000,5000,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670875000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670880000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670885000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670900000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670905000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670910000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670915000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670920000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670925000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670930000,5001,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670940000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670945000,5000,0.6,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670955000,5000,0.4,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670970000,5001,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670975000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
1719670980000,5000,0.2,1093,3,[ST10000NM0086, ZA21HD3Y], [ST10000NM0086, ZA21E1Z8], [ST10000NM0086, ZA20ZBAR],1032,3,[ST8000DM002, ZA136191], [ST8000DM002, ZA12QCLA], [ST8000DM002, ZA12YMZ6],1041,2,[ST8000NM0055, ZA16V744], [ST8000NM0055, ZA171VP2],1010,2,[ST4000DM000, Z304KA0X], [ST4000DM000, Z304JW59],1044,2,[ST8000NM0055, ZA17HPSZ], [ST8000NM0055, ZA18BLRJ],1014,2,[ST4000DM000, Z304LAP7], [ST4000DM000, Z304KCMR],1152,1,[WDC WUH721414ALE6L4, QGK8T2WT],1120,1,[HGST HUH721212ALN604, AAG63XJH],1089,1,[TOSHIBA MG07ACA14TA, 61A0A0MUF97G],1034,1,[ST8000DM002, ZA11R9DT]
