window,vault_id,count,mean_s194,stddev_s194,latency,throughput
1719670435000 - 1719670440000,1004,51,19.705882352941178,2.673721924085532,5000,213.8
1719670435000 - 1719670440000,1005,49,21.102040816326532,2.7123669756467184,5000,213.8
1719670435000 - 1719670440000,1006,52,23.134615384615383,4.014535350802162,5000,213.8
1719670435000 - 1719670440000,1007,59,25.74576271186441,4.571812014533922,5000,213.8
1719670435000 - 1719670440000,1008,58,29.810344827586206,3.6740323452845898,5000,213.8
1719670435000 - 1719670440000,1009,61,27.721311475409838,3.59020136218233,5000,213.8
1719670435000 - 1719670440000,1010,40,22.45,2.6641133609514442,5000,213.8
1719670435000 - 1719670440000,1011,57,25.45614035087719,6.6650967680649655,5000,213.8
1719670435000 - 1719670440000,1012,61,30.885245901639344,7.4130995279750245,5000,213.8
1719670435000 - 1719670440000,1013,45,26.377777777777776,4.687045451212138,5000,213.8
1719670435000 - 1719670440000,1014,45,26.466666666666665,6.774461848245463,5000,213.8
1719670435000 - 1719670440000,1015,51,26.07843137254902,4.162593164498953,5000,213.8
1719670435000 - 1719670440000,1016,47,25.97872340425532,4.474463532337502,5000,213.8
1719670435000 - 1719670440000,1017,44,28.568181818181817,5.228408967418149,5000,213.8
1719670435000 - 1719670440000,1018,36,28.36111111111111,3.9380817226564746,5000,213.8
1719670435000 - 1719670440000,1019,66,26.87878787878788,4.237334609323203,5000,213.8
1719670435000 - 1719670440000,1020,51,26.745098039215687,6.81935865322896,5000,213.8
1719670440000 - 1719670445000,1000,43,22.186046511627907,2.4424141122076506,4998,216.6
1719670440000 - 1719670445000,1001,48,18.229166666666668,1.636046853105239,4998,216.6
1719670440000 - 1719670445000,1002,54,22.62962962962963,2.926863422241533,4998,216.6
1719670440000 - 1719670445000,1003,66,18.681818181818183,2.4442826977123757,4998,216.6
1719670440000 - 1719670445000,1004,53,20.150943396226417,2.7772405635341366,4998,216.6
1719670440000 - 1719670445000,1005,56,21.357142857142858,2.6283384989962997,4998,216.6
1719670440000 - 1719670445000,1006,48,22.395833333333332,4.5904773868181605,4998,216.6
1719670440000 - 1719670445000,1007,50,24.96,4.265958274526369,4998,216.6
1719670440000 - 1719670445000,1008,53,30.07547169811321,4.18825427046934,4998,216.6
1719670440000 - 1719670445000,1009,44,27.977272727272727,3.6462224310276143,4998,216.6
1719670440000 - 1719670445000,1010,47,22.659574468085108,2.70756698307886,4998,216.6
1719670440000 - 1719670445000,1011,49,26.428571428571427,5.8936146699246486,4998,216.6
1719670440000 - 1719670445000,1012,58,31.551724137931036,7.998216210167726,4998,216.6
1719670440000 - 1719670445000,1013,59,27.35593220338983,5.547217081684818,4998,216.6
1719670440000 - 1719670445000,1014,51,25.45098039215686,5.285250380809866,4998,216.6
1719670440000 - 1719670445000,1015,44,25.795454545454547,4.08199787010849,4998,216.6
1719670440000 - 1719670445000,1016,42,25.61904761904762,3.7540605378099525,4998,216.6
1719670440000 - 1719670445000,1017,64,26.796875,3.3268777005437093,4998,216.6
1719670440000 - 1719670445000,1018,46,27.130434782608695,3.7567834047352955,4998,216.6
1719670440000 - 1719670445000,1019,53,29.056603773584907,6.4819490847540795,4998,216.6
1719670440000 - 1719670445000,1020,55,26.818181818181817,6.452880707210355,4998,216.6
1719670445000 - 1719670450000,1000,61,22.19672131147541,2.533834469544926,5000,223.2
1719670445000 - 1719670450000,1001,56,18.571428571428573,2.068964051137177,5000,223.2
1719670445000 - 1719670450000,1002,52,23.134615384615383,2.4021532500418017,5000,223.2
1719670445000 - 1719670450000,1003,57,18.596491228070175,1.945391757983033,5000,223.2
1719670445000 - 1719670450000,1004,67,19.17910447761194,2.336762482481305,5000,223.2
1719670445000 - 1719670450000,1005,51,21.15686274509804,2.789142457428046,5000,223.2
1719670445000 - 1719670450000,1006,52,23.23076923076923,3.5713355862789604,5000,223.2
1719670445000 - 1719670450000,1007,49,25.46938775510204,4.445139702202279,5000,223.2
1719670445000 - 1719670450000,1008,51,28.80392156862745,4.111292949832049,5000,223.2
1719670445000 - 1719670450000,1009,46,28.304347826086957,3.0493731730606917,5000,223.2
1719670445000 - 1719670450000,1010,40,21.45,3.2553801621316056,5000,223.2
1719670445000 - 1719670450000,1011,38,26.31578947368421,7.476648781928321,5000,223.2
1719670445000 - 1719670450000,1012,57,31.771929824561404,7.583494412462327,5000,223.2
1719670445000 - 1719670450000,1013,53,26.88679245283019,4.595569553707343,5000,223.2
1719670445000 - 1719670450000,1014,53,26.056603773584907,5.9285528933326015,5000,223.2
1719670445000 - 1719670450000,1015,55,26.672727272727272,4.281268059622885,5000,223.2
1719670445000 - 1719670450000,1016,52,26.096153846153847,4.184493422996455,5000,223.2
1719670445000 - 1719670450000,1017,53,27.92452830188679,4.600447298202495,5000,223.2
1719670445000 - 1719670450000,1018,58,27.79310344827586,3.809057357774453,5000,223.2
1719670445000 - 1719670450000,1019,62,27.403225806451612,4.820854152062999,5000,223.2
1719670445000 - 1719670450000,1020,53,25.754716981132077,6.255279009439792,5000,223.2
1719670450000 - 1719670455000,1000,54,22.22222222222222,2.1487866228681907,5000,216.0
1719670450000 - 1719670455000,1001,43,18.325581395348838,2.408521019046492,5000,216.0
1719670450000 - 1719670455000,1002,38,23.36842105263158,2.832341904647097,5000,216.0
1719670450000 - 1719670455000,1003,47,18.170212765957448,1.9495678619498396,5000,216.0
1719670450000 - 1719670455000,1004,35,20.314285714285713,2.56093095317675,5000,216.0
1719670450000 - 1719670455000,1005,53,21.471698113207548,2.798947063376038,5000,216.0
1719670450000 - 1719670455000,1006,59,22.915254237288135,3.30017018355844,5000,216.0
1719670450000 - 1719670455000,1007,45,25.68888888888889,4.67058036946741,5000,216.0
1719670450000 - 1719670455000,1008,66,29.893939393939394,4.3905159076947715,5000,216.0
1719670450000 - 1719670455000,1009,59,27.71186440677966,3.42993228898738,5000,216.0
1719670450000 - 1719670455000,1010,44,22.045454545454547,2.7794255902200815,5000,216.0
1719670450000 - 1719670455000,1011,53,25.962264150943398,5.68334961076202,5000,216.0
1719670450000 - 1719670455000,1012,39,30.692307692307693,7.261255970167957,5000,216.0
1719670450000 - 1719670455000,1013,57,25.912280701754387,4.616069193415488,5000,216.0
1719670450000 - 1719670455000,1014,51,26.666666666666668,5.886730397363364,5000,216.0
1719670450000 - 1719670455000,1015,60,26.9,4.023679907746142,5000,216.0
1719670450000 - 1719670455000,1016,59,26.220338983050848,4.034040732423658,5000,216.0
1719670450000 - 1719670455000,1017,56,28.392857142857142,6.099410309402785,5000,216.0
1719670450000 - 1719670455000,1018,53,26.849056603773583,3.0492574191295767,5000,216.0
1719670450000 - 1719670455000,1019,44,28.068181818181817,4.835464287535692,5000,216.0
1719670450000 - 1719670455000,1020,65,26.4,5.796019854507587,5000,216.0
1719670455000 - 1719670460000,1000,40,22.6,2.1656407827707715,5000,203.4
1719670455000 - 1719670460000,1001,49,19.408163265306122,2.0595062549457737,5000,203.4
1719670455000 - 1719670460000,1002,49,23.714285714285715,2.5714285714285716,5000,203.4
1719670455000 - 1719670460000,1003,47,19.53191489361702,2.341585785905975,5000,203.4
1719670455000 - 1719670460000,1004,42,20.642857142857142,2.793030685145307,5000,203.4
1719670455000 - 1719670460000,1005,47,21.80851063829787,1.8638589330277258,5000,203.4
1719670455000 - 1719670460000,1006,55,22.98181818181818,3.2724242283937626,5000,203.4
1719670455000 - 1719670460000,1007,44,25.022727272727273,3.614922584130426,5000,203.4
1719670455000 - 1719670460000,1008,46,28.869565217391305,4.147333851022082,5000,203.4
1719670455000 - 1719670460000,1009,53,27.77358490566038,3.2888692180378754,5000,203.4
1719670455000 - 1719670460000,1010,46,22.91304347826087,2.9914812890034037,5000,203.4
1719670455000 - 1719670460000,1011,48,27.375,7.1752613192830825,5000,203.4
1719670455000 - 1719670460000,1012,45,30.533333333333335,8.552062779106441,5000,203.4
1719670455000 - 1719670460000,1013,51,26.15686274509804,4.011613283708169,5000,203.4
1719670455000 - 1719670460000,1014,50,26.3,8.050465825031493,5000,203.4
1719670455000 - 1719670460000,1015,46,25.630434782608695,3.9362236131479134,5000,203.4
1719670455000 - 1719670460000,1016,56,26.392857142857142,4.60852692388395,5000,203.4
1719670455000 - 1719670460000,1017,53,28.037735849056602,6.077990805530317,5000,203.4
1719670455000 - 1719670460000,1018,54,26.555555555555557,4.15739709641549,5000,203.4
1719670455000 - 1719670460000,1019,51,26.470588235294116,4.766521077619505,5000,203.4
1719670455000 - 1719670460000,1020,45,26.022222222222222,4.744535518251562,5000,203.4
1719670460000 - 1719670465000,1000,41,23.48780487804878,2.955952664886462,5001,232.4
1719670460000 - 1719670465000,1001,71,19.492957746478872,1.9273658550103325,5001,232.4
1719670460000 - 1719670465000,1002,57,23.894736842105264,2.374456248198221,5001,232.4
1719670460000 - 1719670465000,1003,63,19.126984126984127,1.9799956989857364,5001,232.4
1719670460000 - 1719670465000,1004,54,21.314814814814813,2.251123785810052,5001,232.4
1719670460000 - 1719670465000,1005,63,21.952380952380953,2.4457840073135726,5001,232.4
1719670460000 - 1719670465000,1006,60,23.216666666666665,2.933096581354858,5001,232.4
1719670460000 - 1719670465000,1007,51,25.745098039215687,3.9992309910531647,5001,232.4
1719670460000 - 1719670465000,1008,45,28.444444444444443,4.008632659956401,5001,232.4
1719670460000 - 1719670465000,1009,51,27.019607843137255,3.545171784761339,5001,232.4
1719670460000 - 1719670465000,1010,55,23.4,2.988462663462452,5001,232.4
1719670460000 - 1719670465000,1011,63,27.96825396825397,7.702747920242601,5001,232.4
1719670460000 - 1719670465000,1012,59,29.677966101694917,8.440099360741547,5001,232.4
1719670460000 - 1719670465000,1013,56,26.035714285714285,4.39546960644986,5001,232.4
1719670460000 - 1719670465000,1014,52,26.942307692307693,7.616817075843682,5001,232.4
1719670460000 - 1719670465000,1015,44,25.522727272727273,4.73136841806237,5001,232.4
1719670460000 - 1719670465000,1016,52,26.384615384615383,5.781781220596318,5001,232.4
1719670460000 - 1719670465000,1017,48,28.0625,4.892197231306195,5001,232.4
1719670460000 - 1719670465000,1018,59,27.491525423728813,4.518785202571677,5001,232.4
1719670460000 - 1719670465000,1019,59,26.54237288135593,5.969760049398985,5001,232.4
1719670460000 - 1719670465000,1020,59,25.8135593220339,4.556517315131268,5001,232.4
1719670465000 - 1719670470000,1000,53,23.62264150943396,2.586076033074628,5000,219.0
1719670465000 - 1719670470000,1001,48,19.333333333333332,1.9720265943665387,5000,219.0
1719670465000 - 1719670470000,1002,47,24.04255319148936,2.2687277042666083,5000,219.0
1719670465000 - 1719670470000,1003,56,19.660714285714285,2.081180860836031,5000,219.0
1719670465000 - 1719670470000,1004,42,19.928571428571427,2.3943669721408436,5000,219.0
1719670465000 - 1719670470000,1005,64,22.3125,2.2211694554896075,5000,219.0
1719670465000 - 1719670470000,1006,57,22.736842105263158,2.5098145300139714,5000,219.0
1719670465000 - 1719670470000,1007,58,25.53448275862069,3.6493528818955405,5000,219.0
1719670465000 - 1719670470000,1008,41,29.390243902439025,3.6350465409875765,5000,219.0
1719670465000 - 1719670470000,1009,53,28.30188679245283,3.834229674228087,5000,219.0
1719670465000 - 1719670470000,1010,47,23.76595744680851,3.0262171172509116,5000,219.0
1719670465000 - 1719670470000,1011,60,25.783333333333335,5.190027831224885,5000,219.0
1719670465000 - 1719670470000,1012,49,27.142857142857142,6.401530429259451,5000,219.0
1719670465000 - 1719670470000,1013,56,26.160714285714285,4.435154956683691,5000,219.0
1719670465000 - 1719670470000,1014,49,24.714285714285715,4.213680343929322,5000,219.0
1719670465000 - 1719670470000,1015,55,25.472727272727273,3.902700908366575,5000,219.0
1719670465000 - 1719670470000,1016,38,26.763157894736842,4.949397680134613,5000,219.0
1719670465000 - 1719670470000,1017,57,27.42105263157895,6.212458813223782,5000,219.0
1719670465000 - 1719670470000,1018,58,26.413793103448278,3.0796018705884287,5000,219.0
1719670465000 - 1719670470000,1019,48,27.041666666666668,4.966380025285575,5000,219.0
1719670465000 - 1719670470000,1020,59,27.06779661016949,5.596198488076938,5000,219.0
1719670470000 - 1719670475000,1000,39,22.846153846153847,2.0448617474232704,4999,181.8
1719670470000 - 1719670475000,1001,39,18.94871794871795,1.9074579398356195,4999,181.8
1719670470000 - 1719670475000,1002,45,24.333333333333332,2.3851391759997758,4999,181.8
1719670470000 - 1719670475000,1003,46,19.58695652173913,2.336627883869158,4999,181.8
1719670470000 - 1719670475000,1004,49,21.142857142857142,2.166535841157586,4999,181.8
1719670470000 - 1719670475000,1005,30,21.766666666666666,3.1483681840315665,4999,181.8
1719670470000 - 1719670475000,1006,37,22.83783783783784,3.209054028446267,4999,181.8
1719670470000 - 1719670475000,1007,40,24.6,4.521061822182927,4999,181.8
1719670470000 - 1719670475000,1008,42,27.452380952380953,3.8495663389182457,4999,181.8
1719670470000 - 1719670475000,1009,48,27.770833333333332,2.8740185522868305,4999,181.8
1719670470000 - 1719670475000,1010,48,23.75,3.1457643480294792,4999,181.8
1719670470000 - 1719670475000,1011,44,27.181818181818183,8.356469261141138,4999,181.8
1719670470000 - 1719670475000,1012,40,29.75,8.440231039491751,4999,181.8
1719670470000 - 1719670475000,1013,42,23.88095238095238,2.8635840093639313,4999,181.8
1719670470000 - 1719670475000,1014,55,26.072727272727274,6.563963728930161,4999,181.8
1719670470000 - 1719670475000,1015,37,26.135135135135137,4.211709302885085,4999,181.8
1719670470000 - 1719670475000,1016,49,25.714285714285715,4.485805276602166,4999,181.8
1719670470000 - 1719670475000,1017,39,28.435897435897434,6.65175847887425,4999,181.8
1719670470000 - 1719670475000,1018,52,27.01923076923077,4.325640835651205,4999,181.8
1719670470000 - 1719670475000,1019,42,27.19047619047619,5.328441634233513,4999,181.8
1719670470000 - 1719670475000,1020,46,27.695652173913043,6.064399196799915,4999,181.8
1719670475000 - 1719670480000,1000,46,23.304347826086957,2.215258991801217,5000,212.2
1719670475000 - 1719670480000,1001,51,19.392156862745097,1.910532534041065,5000,212.2
1719670475000 - 1719670480000,1002,52,23.5,2.545735498980448,5000,212.2
1719670475000 - 1719670480000,1003,58,19.948275862068964,2.4170544469999404,5000,212.2
1719670475000 - 1719670480000,1004,52,21.28846153846154,2.1602754317050414,5000,212.2
1719670475000 - 1719670480000,1005,42,22.071428571428573,3.0967944804945917,5000,212.2
1719670475000 - 1719670480000,1006,54,23.35185185185185,3.0071360030791907,5000,212.2
1719670475000 - 1719670480000,1007,39,26.641025641025642,4.305555025344074,5000,212.2
1719670475000 - 1719670480000,1008,53,28.62264150943396,4.569077422645191,5000,212.2
1719670475000 - 1719670480000,1009,51,27.49019607843137,3.1271897364611183,5000,212.2
1719670475000 - 1719670480000,1010,49,23.448979591836736,2.5559951493821615,5000,212.2
1719670475000 - 1719670480000,1011,44,26.068181818181817,4.185460370424823,5000,212.2
1719670475000 - 1719670480000,1012,59,30.64406779661017,7.730114371650232,5000,212.2
1719670475000 - 1719670480000,1013,55,25.545454545454547,3.962635403218794,5000,212.2
1719670475000 - 1719670480000,1014,62,25.79032258064516,5.900074074915511,5000,212.2
1719670475000 - 1719670480000,1015,56,25.678571428571427,3.923860812193698,5000,212.2
1719670475000 - 1719670480000,1016,49,26.285714285714285,4.9363292980488565,5000,212.2
1719670475000 - 1719670480000,1017,33,26.484848484848484,5.141166075260242,5000,212.2
1719670475000 - 1719670480000,1018,49,26.244897959183675,4.249996937549427,5000,212.2
1719670475000 - 1719670480000,1019,62,28.032258064516128,6.329571513641815,5000,212.2
1719670475000 - 1719670480000,1020,45,25.977777777777778,5.2893557216940215,5000,212.2
1719670480000 - 1719670485000,1000,51,23.666666666666668,2.3982564472816716,5000,212.8
1719670480000 - 1719670485000,1001,42,19.452380952380953,1.8021466162063104,5000,212.8
1719670480000 - 1719670485000,1002,55,24.072727272727274,2.4632170055699367,5000,212.8
1719670480000 - 1719670485000,1003,60,19.7,1.78232058470598,5000,212.8
1719670480000 - 1719670485000,1004,51,21.568627450980394,2.61410129243103,5000,212.8
1719670480000 - 1719670485000,1005,45,22.266666666666666,2.7438820836342237,5000,212.8
1719670480000 - 1719670485000,1006,49,23.122448979591837,2.8970967385821,5000,212.8
1719670480000 - 1719670485000,1007,58,25.67241379310345,4.268521229178518,5000,212.8
1719670480000 - 1719670485000,1008,69,28.6231884057971,4.524014663398892,5000,212.8
1719670480000 - 1719670485000,1009,43,27.767441860465116,2.9792867048801477,5000,212.8
1719670480000 - 1719670485000,1010,49,23.367346938775512,2.370687298525174,5000,212.8
1719670480000 - 1719670485000,1011,55,26.78181818181818,6.454571062689277,5000,212.8
1719670480000 - 1719670485000,1012,53,30.07547169811321,8.584428765522553,5000,212.8
1719670480000 - 1719670485000,1013,48,25.291666666666668,4.392030345472985,5000,212.8
1719670480000 - 1719670485000,1014,39,25.076923076923077,5.726164041931429,5000,212.8
1719670480000 - 1719670485000,1015,38,25.973684210526315,5.013071556101389,5000,212.8
1719670480000 - 1719670485000,1016,41,26.804878048780488,6.455171918494737,5000,212.8
1719670480000 - 1719670485000,1017,45,27.822222222222223,4.76696450765935,5000,212.8
1719670480000 - 1719670485000,1018,59,27.52542372881356,4.291718205967971,5000,212.8
1719670480000 - 1719670485000,1019,66,26.848484848484848,4.952019558151592,5000,212.8
1719670480000 - 1719670485000,1020,48,26.041666666666668,4.957983180913609,5000,212.8
1719670485000 - 1719670490000,1000,48,23.770833333333332,1.9710359303901308,5000,194.8
1719670485000 - 1719670490000,1001,45,19.622222222222224,1.7164419126513348,5000,194.8
1719670485000 - 1719670490000,1002,43,24.372093023255815,2.561097655429992,5000,194.8
1719670485000 - 1719670490000,1003,50,19.86,2.4166919538906897,5000,194.8
1719670485000 - 1719670490000,1004,53,20.962264150943398,2.289947384671513,5000,194.8
1719670485000 - 1719670490000,1005,50,22.16,2.886936092122581,5000,194.8
1719670485000 - 1719670490000,1006,47,23.0,2.6577866331280324,5000,194.8
1719670485000 - 1719670490000,1007,43,25.837209302325583,3.5498459354590115,5000,194.8
1719670485000 - 1719670490000,1008,50,30.0,4.1036569057366385,5000,194.8
1719670485000 - 1719670490000,1009,33,28.515151515151516,3.3675925410443743,5000,194.8
1719670485000 - 1719670490000,1010,52,23.28846153846154,3.102954785743238,5000,194.8
1719670485000 - 1719670490000,1011,52,26.25,6.405751622265247,5000,194.8
1719670485000 - 1719670490000,1012,47,30.76595744680851,9.344956008815657,5000,194.8
1719670485000 - 1719670490000,1013,37,27.18918918918919,5.039507900889369,5000,194.8
1719670485000 - 1719670490000,1014,43,26.0,6.283977410289064,5000,194.8
1719670485000 - 1719670490000,1015,61,25.557377049180328,4.325011476015987,5000,194.8
1719670485000 - 1719670490000,1016,40,27.65,4.886460886981498,5000,194.8
1719670485000 - 1719670490000,1017,40,27.0,4.722287581247038,5000,194.8
1719670485000 - 1719670490000,1018,52,25.365384615384617,3.1806436585760807,5000,194.8
1719670485000 - 1719670490000,1019,42,26.404761904761905,5.851574976467056,5000,194.8
1719670485000 - 1719670490000,1020,46,26.130434782608695,5.612907080820117,5000,194.8
1719670490000 - 1719670495000,1000,55,22.963636363636365,1.9160910622091232,5000,206.8
1719670490000 - 1719670495000,1001,55,19.8,2.227105745132009,5000,206.8
1719670490000 - 1719670495000,1002,45,24.377777777777776,2.7429820665261286,5000,206.8
1719670490000 - 1719670495000,1003,43,19.302325581395348,1.9473880386472857,5000,206.8
1719670490000 - 1719670495000,1004,49,20.408163265306122,2.389760190743583,5000,206.8
1719670490000 - 1719670495000,1005,48,22.229166666666668,2.917187453505326,5000,206.8
1719670490000 - 1719670495000,1006,49,23.79591836734694,3.3562588005386673,5000,206.8
1719670490000 - 1719670495000,1007,55,25.272727272727273,3.6404522469033256,5000,206.8
1719670490000 - 1719670495000,1008,53,29.39622641509434,4.261896214710375,5000,206.8
1719670490000 - 1719670495000,1009,46,27.391304347826086,2.6741781416837878,5000,206.8
1719670490000 - 1719670495000,1010,45,23.88888888888889,2.4964171857748654,5000,206.8
1719670490000 - 1719670495000,1011,47,26.127659574468087,5.700380805781221,5000,206.8
1719670490000 - 1719670495000,1012,42,30.023809523809526,7.440199994873714,5000,206.8
1719670490000 - 1719670495000,1013,55,26.836363636363636,6.403872795181015,5000,206.8
1719670490000 - 1719670495000,1014,46,25.608695652173914,5.21902148445458,5000,206.8
1719670490000 - 1719670495000,1015,68,25.147058823529413,4.947562400053399,5000,206.8
1719670490000 - 1719670495000,1016,54,26.77777777777778,4.336181400241746,5000,206.8
1719670490000 - 1719670495000,1017,42,27.476190476190474,4.958101092142969,5000,206.8
1719670490000 - 1719670495000,1018,44,27.068181818181817,4.158221468984542,5000,206.8
1719670490000 - 1719670495000,1019,45,27.177777777777777,6.770159653094973,5000,206.8
1719670490000 - 1719670495000,1020,48,28.9375,6.552373138794829,5000,206.8
1719670495000 - 1719670500000,1000,48,23.666666666666668,2.294316649656034,5000,208.4
1719670495000 - 1719670500000,1001,41,19.78048780487805,2.006236558310126,5000,208.4
1719670495000 - 1719670500000,1002,45,23.511111111111113,2.629932168303309,5000,208.4
1719670495000 - 1719670500000,1003,43,19.488372093023255,2.356308632835412,5000,208.4
1719670495000 - 1719670500000,1004,59,20.28813559322034,2.9918014949197933,5000,208.4
1719670495000 - 1719670500000,1005,62,22.338709677419356,2.422632188790616,5000,208.4
1719670495000 - 1719670500000,1006,56,23.553571428571427,3.473983113584375,5000,208.4
1719670495000 - 1719670500000,1007,50,25.3,4.080441152620633,5000,208.4
1719670495000 - 1719670500000,1008,51,28.627450980392158,4.101462122428382,5000,208.4
1719670495000 - 1719670500000,1009,50,27.64,3.637361681218957,5000,208.4
1719670495000 - 1719670500000,1010,41,23.829268292682926,3.1922347782139315,5000,208.4
1719670495000 - 1719670500000,1011,42,25.642857142857142,4.612722719214081,5000,208.4
1719670495000 - 1719670500000,1012,49,32.02040816326531,9.033926521996474,5000,208.4
1719670495000 - 1719670500000,1013,55,27.236363636363638,5.669579546263106,5000,208.4
1719670495000 - 1719670500000,1014,63,23.873015873015873,4.278006001509862,5000,208.4
1719670495000 - 1719670500000,1015,55,25.01818181818182,4.445593974389021,5000,208.4
1719670495000 - 1719670500000,1016,53,27.28301886792453,6.241605255818035,5000,208.4
1719670495000 - 1719670500000,1017,43,26.27906976744186,4.222451516487311,5000,208.4
1719670495000 - 1719670500000,1018,51,26.49019607843137,4.331247834595765,5000,208.4
1719670495000 - 1719670500000,1019,40,27.925,5.871062510312763,5000,208.4
1719670495000 - 1719670500000,1020,45,26.2,4.730985333122712,5000,208.4
1719670500000 - 1719670505000,1000,58,23.517241379310345,2.313687751340173,4998,210.2
1719670500000 - 1719670505000,1001,55,19.472727272727273,1.9055378191380221,4998,210.2
1719670500000 - 1719670505000,1002,52,23.71153846153846,2.4205572980485495,4998,210.2
1719670500000 - 1719670505000,1003,52,20.21153846153846,2.55957131673329,4998,210.2
1719670500000 - 1719670505000,1004,42,21.11904761904762,2.647571942026999,4998,210.2
1719670500000 - 1719670505000,1005,53,22.566037735849058,2.878085277836731,4998,210.2
1719670500000 - 1719670505000,1006,51,23.313725490196077,3.1715042270032163,4998,210.2
1719670500000 - 1719670505000,1007,43,26.093023255813954,4.141755349070269,4998,210.2
1719670500000 - 1719670505000,1008,48,28.166666666666668,4.331730472789009,4998,210.2
1719670500000 - 1719670505000,1009,59,27.559322033898304,3.4359573527901177,4998,210.2
1719670500000 - 1719670505000,1010,51,23.50980392156863,2.986062716988467,4998,210.2
1719670500000 - 1719670505000,1011,54,27.14814814814815,7.024843236440984,4998,210.2
1719670500000 - 1719670505000,1012,45,30.977777777777778,8.908145807540144,4998,210.2
1719670500000 - 1719670505000,1013,45,25.266666666666666,4.562650301938313,4998,210.2
1719670500000 - 1719670505000,1014,38,24.57894736842105,4.344576649155567,4998,210.2
1719670500000 - 1719670505000,1015,53,24.20754716981132,3.783571690656997,4998,210.2
1719670500000 - 1719670505000,1016,49,24.816326530612244,4.288920083799009,4998,210.2
