window,vault_id,count,mean_s194,stddev_s194,latency,throughput
1719670425000 - 1719670430000,1003,38,18.842105263157894,2.367836185095156,5001,199.6
1719670425000 - 1719670430000,1004,46,19.630434782608695,2.673205986404095,5001,199.6
1719670425000 - 1719670430000,1005,45,20.933333333333334,2.711293254355034,5001,199.6
1719670425000 - 1719670430000,1006,59,21.915254237288135,3.5381127574620828,5001,199.6
1719670425000 - 1719670430000,1007,33,25.181818181818183,4.876999484000603,5001,199.6
1719670425000 - 1719670430000,1008,48,30.041666666666668,4.232603283507156,5001,199.6
1719670425000 - 1719670430000,1009,36,27.11111111111111,3.381138678822875,5001,199.6
1719670425000 - 1719670430000,1010,52,22.0,2.954787510256741,5001,199.6
1719670425000 - 1719670430000,1011,37,26.35135135135135,5.794760989946547,5001,199.6
1719670425000 - 1719670430000,1012,52,29.384615384615383,7.81555117932743,5001,199.6
1719670425000 - 1719670430000,1013,55,27.145454545454545,4.542398972982455,5001,199.6
1719670425000 - 1719670430000,1014,49,25.653061224489797,3.9047382018290278,5001,199.6
1719670425000 - 1719670430000,1015,38,25.236842105263158,4.11309980765126,5001,199.6
1719670425000 - 1719670430000,1016,51,25.666666666666668,4.231843183770654,5001,199.6
1719670425000 - 1719670430000,1017,45,28.444444444444443,5.705963958119436,5001,199.6
1719670425000 - 1719670430000,1018,54,26.88888888888889,3.670032125536388,5001,199.6
1719670425000 - 1719670430000,1019,60,27.633333333333333,5.313400250519645,5001,199.6
1719670425000 - 1719670430000,1020,50,26.96,5.939562273433961,5001,199.6
1719670430000 - 1719670435000,1000,49,22.244897959183675,2.5114481735371688,5000,189.8
1719670430000 - 1719670435000,1001,41,18.024390243902438,1.4564876709105967,5000,189.8
1719670430000 - 1719670435000,1002,40,22.775,2.6219029348928995,5000,189.8
1719670430000 - 1719670435000,1003,47,18.93617021276596,2.823942131580776,5000,189.8
1719670430000 - 1719670435000,1004,38,19.92105263157895,2.2287780337094376,5000,189.8
1719670430000 - 1719670435000,1005,42,21.452380952380953,2.8635840093639313,5000,189.8
1719670430000 - 1719670435000,1006,52,23.48076923076923,4.106703640743925,5000,189.8
1719670430000 - 1719670435000,1007,43,26.186046511627907,3.954719370595371,5000,189.8
1719670430000 - 1719670435000,1008,45,29.444444444444443,4.297573245736381,5000,189.8
1719670430000 - 1719670435000,1009,41,27.829268292682926,3.0754927348581687,5000,189.8
1719670430000 - 1719670435000,1010,46,21.608695652173914,2.7463672517136968,5000,189.8
1719670430000 - 1719670435000,1011,56,26.375,7.239678613624463,5000,189.8
1719670430000 - 1719670435000,1012,46,32.28260869565217,8.039746490374531,5000,189.8
1719670430000 - 1719670435000,1013,42,26.142857142857142,3.937435886531261,5000,189.8
1719670430000 - 1719670435000,1014,38,27.263157894736842,6.50782610047446,5000,189.8
1719670430000 - 1719670435000,1015,48,24.9375,3.6251795932523585,5000,189.8
1719670430000 - 1719670435000,1016,49,26.26530612244898,5.259686924042353,5000,189.8
1719670430000 - 1719670435000,1017,47,29.76595744680851,6.494556692838018,5000,189.8
1719670430000 - 1719670435000,1018,52,27.692307692307693,3.692708311599525,5000,189.8
1719670430000 - 1719670435000,1019,43,28.046511627906977,5.681276831479989,5000,189.8
1719670430000 - 1719670435000,1020,44,26.90909090909091,5.26056591242884,5000,189.8
1719670435000 - 1719670440000,1000,52,22.096153846153847,2.4827064588764305,5001,212.4
1719670435000 - 1719670440000,1001,47,17.80851063829787,1.6326234972979472,5001,212.4
1719670435000 - 1719670440000,1002,48,22.1875,2.4719783743660324,5001,212.4
1719670435000 - 1719670440000,1003,48,18.395833333333332,2.44727385176967,5001,212.4
1719670435000 - 1719670440000,1004,51,19.705882352941178,2.673721924085532,5001,212.4
1719670435000 - 1719670440000,1005,49,21.102040816326532,2.7123669756467184,5001,212.4
1719670435000 - 1719670440000,1006,52,23.134615384615383,4.014535350802162,5001,212.4
1719670435000 - 1719670440000,1007,59,25.74576271186441,4.571812014533922,5001,212.4
1719670435000 - 1719670440000,1008,58,30.017241379310345,3.5646317182233025,5001,212.4
1719670435000 - 1719670440000,1009,60,27.816666666666666,3.5425587111891628,5001,212.4
1719670435000 - 1719670440000,1010,40,22.45,2.6641133609514442,5001,212.4
1719670435000 - 1719670440000,1011,57,25.45614035087719,6.6650967680649655,5001,212.4
1719670435000 - 1719670440000,1012,61,30.885245901639344,7.4130995279750245,5001,212.4
1719670435000 - 1719670440000,1013,45,26.4,4.706496691926078,5001,212.4
1719670435000 - 1719670440000,1014,44,26.568181818181817,6.817083244830016,5001,212.4
1719670435000 - 1719670440000,1015,50,26.08,4.203998097049998,5001,212.4
1719670435000 - 1719670440000,1016,46,26.043478260869566,4.500997578987257,5001,212.4
1719670435000 - 1719670440000,1017,44,28.568181818181817,5.228408967418149,5001,212.4
1719670435000 - 1719670440000,1018,36,28.36111111111111,3.9380817226564746,5001,212.4
1719670435000 - 1719670440000,1019,65,26.753846153846155,3.9808416938778133,5001,212.4
1719670435000 - 1719670440000,1020,50,26.6,6.80881781221968,5001,212.4
1719670440000 - 1719670445000,1000,43,22.186046511627907,2.4424141122076506,4998,219.2
1719670440000 - 1719670445000,1001,49,18.224489795918366,1.6195906023695097,4998,219.2
1719670440000 - 1719670445000,1002,54,22.62962962962963,2.926863422241533,4998,219.2
1719670440000 - 1719670445000,1003,67,18.62686567164179,2.466708610682582,4998,219.2
1719670440000 - 1719670445000,1004,53,20.150943396226417,2.7772405635341366,4998,219.2
1719670440000 - 1719670445000,1005,56,21.357142857142858,2.6283384989962997,4998,219.2
1719670440000 - 1719670445000,1006,48,22.395833333333332,4.5904773868181605,4998,219.2
1719670440000 - 1719670445000,1007,50,24.96,4.265958274526369,4998,219.2
1719670440000 - 1719670445000,1008,54,29.925925925925927,4.289745964385009,4998,219.2
1719670440000 - 1719670445000,1009,45,27.844444444444445,3.711576817086749,4998,219.2
1719670440000 - 1719670445000,1010,47,22.659574468085108,2.70756698307886,4998,219.2
1719670440000 - 1719670445000,1011,49,26.428571428571427,5.8936146699246486,4998,219.2
1719670440000 - 1719670445000,1012,58,31.551724137931036,7.998216210167726,4998,219.2
1719670440000 - 1719670445000,1013,60,27.4,5.511200716117435,4998,219.2
1719670440000 - 1719670445000,1014,52,25.384615384615383,5.25559718539653,4998,219.2
1719670440000 - 1719670445000,1015,45,25.8,4.036500134192161,4998,219.2
1719670440000 - 1719670445000,1016,43,25.558139534883722,3.7310907787314243,4998,219.2
1719670440000 - 1719670445000,1017,64,26.796875,3.3268777005437093,4998,219.2
1719670440000 - 1719670445000,1018,47,27.106382978723403,3.7201809756549706,4998,219.2
1719670440000 - 1719670445000,1019,55,29.145454545454545,6.537773270681921,4998,219.2
1719670440000 - 1719670445000,1020,57,26.87719298245614,6.4292920006346295,4998,219.2
1719670445000 - 1719670450000,1000,61,22.19672131147541,2.533834469544926,5001,224.4
1719670445000 - 1719670450000,1001,56,18.517857142857142,2.1212451820685367,5001,224.4
1719670445000 - 1719670450000,1002,52,23.134615384615383,2.4021532500418017,5001,224.4
1719670445000 - 1719670450000,1003,57,18.596491228070175,1.945391757983033,5001,224.4
1719670445000 - 1719670450000,1004,69,19.246376811594203,2.4101584354768004,5001,224.4
1719670445000 - 1719670450000,1005,51,21.15686274509804,2.789142457428046,5001,224.4
1719670445000 - 1719670450000,1006,52,23.23076923076923,3.5713355862789604,5001,224.4
1719670445000 - 1719670450000,1007,49,25.46938775510204,4.445139702202279,5001,224.4
1719670445000 - 1719670450000,1008,52,28.653846153846153,4.210264998898139,5001,224.4
1719670445000 - 1719670450000,1009,47,28.340425531914892,3.02666585567375,5001,224.4
1719670445000 - 1719670450000,1010,40,21.45,3.2553801621316056,5001,224.4
1719670445000 - 1719670450000,1011,38,26.31578947368421,7.476648781928321,5001,224.4
1719670445000 - 1719670450000,1012,57,31.771929824561404,7.583494412462327,5001,224.4
1719670445000 - 1719670450000,1013,54,26.962962962962962,4.586465446825534,5001,224.4
1719670445000 - 1719670450000,1014,53,26.056603773584907,5.9285528933326015,5001,224.4
1719670445000 - 1719670450000,1015,55,26.672727272727272,4.281268059622885,5001,224.4
1719670445000 - 1719670450000,1016,52,26.096153846153847,4.184493422996455,5001,224.4
1719670445000 - 1719670450000,1017,54,27.87037037037037,4.574673824828009,5001,224.4
1719670445000 - 1719670450000,1018,58,27.810344827586206,3.8031606481421076,5001,224.4
1719670445000 - 1719670450000,1019,62,27.403225806451612,4.820854152062999,5001,224.4
1719670445000 - 1719670450000,1020,53,25.90566037735849,6.283443806809743,5001,224.4
1719670450000 - 1719670455000,1000,54,22.22222222222222,2.1487866228681907,5001,216.0
1719670450000 - 1719670455000,1001,43,18.3953488372093,2.3540122589999193,5001,216.0
1719670450000 - 1719670455000,1002,38,23.36842105263158,2.832341904647097,5001,216.0
1719670450000 - 1719670455000,1003,47,18.170212765957448,1.9495678619498396,5001,216.0
1719670450000 - 1719670455000,1004,34,20.264705882352942,2.4411764705882355,5001,216.0
1719670450000 - 1719670455000,1005,54,21.462962962962962,2.773638891840818,5001,216.0
1719670450000 - 1719670455000,1006,59,22.915254237288135,3.30017018355844,5001,216.0
1719670450000 - 1719670455000,1007,45,25.68888888888889,4.67058036946741,5001,216.0
1719670450000 - 1719670455000,1008,65,30.03076923076923,4.28223245432793,5001,216.0
1719670450000 - 1719670455000,1009,58,27.67241379310345,3.4460768850594126,5001,216.0
1719670450000 - 1719670455000,1010,44,22.045454545454547,2.7794255902200815,5001,216.0
1719670450000 - 1719670455000,1011,53,25.962264150943398,5.68334961076202,5001,216.0
1719670450000 - 1719670455000,1012,39,30.692307692307693,7.261255970167957,5001,216.0
1719670450000 - 1719670455000,1013,56,25.821428571428573,4.6063122174791795,5001,216.0
1719670450000 - 1719670455000,1014,52,26.653846153846153,5.830571338229,5001,216.0
1719670450000 - 1719670455000,1015,60,26.9,4.023679907746142,5001,216.0
1719670450000 - 1719670455000,1016,60,26.333333333333332,4.093355048802334,5001,216.0
1719670450000 - 1719670455000,1017,55,28.454545454545453,6.137272659942634,5001,216.0
1719670450000 - 1719670455000,1018,52,26.846153846153847,3.078365046732883,5001,216.0
1719670450000 - 1719670455000,1019,46,27.82608695652174,4.891449273215308,5001,216.0
1719670450000 - 1719670455000,1020,66,26.363636363636363,5.837798369861924,5001,216.0
1719670455000 - 1719670460000,1000,40,22.6,2.1656407827707715,5000,204.2
1719670455000 - 1719670460000,1001,49,19.448979591836736,2.050995024718549,5000,204.2
1719670455000 - 1719670460000,1002,49,23.714285714285715,2.5714285714285716,5000,204.2
1719670455000 - 1719670460000,1003,48,19.541666666666668,2.3180301742835208,5000,204.2
1719670455000 - 1719670460000,1004,42,20.666666666666668,2.8002267481884107,5000,204.2
1719670455000 - 1719670460000,1005,48,21.729166666666668,1.9010916089330245,5000,204.2
1719670455000 - 1719670460000,1006,56,23.035714285714285,3.267613183711828,5000,204.2
1719670455000 - 1719670460000,1007,45,24.977777777777778,3.5869447778724126,5000,204.2
1719670455000 - 1719670460000,1008,46,28.869565217391305,4.147333851022082,5000,204.2
1719670455000 - 1719670460000,1009,54,27.77777777777778,3.2584173996922625,5000,204.2
1719670455000 - 1719670460000,1010,47,22.914893617021278,2.9595125190451195,5000,204.2
1719670455000 - 1719670460000,1011,49,27.285714285714285,7.128557114214085,5000,204.2
1719670455000 - 1719670460000,1012,46,30.47826086956522,8.466658728146752,5000,204.2
1719670455000 - 1719670460000,1013,51,26.15686274509804,4.011613283708169,5000,204.2
1719670455000 - 1719670460000,1014,50,26.32,8.050937833569453,5000,204.2
1719670455000 - 1719670460000,1015,46,25.630434782608695,3.9362236131479134,5000,204.2
1719670455000 - 1719670460000,1016,56,26.303571428571427,4.5273756307645625,5000,204.2
1719670455000 - 1719670460000,1017,53,28.037735849056602,6.077990805530317,5000,204.2
1719670455000 - 1719670460000,1018,54,26.555555555555557,4.15739709641549,5000,204.2
1719670455000 - 1719670460000,1019,49,26.632653061224488,4.76678078830096,5000,204.2
1719670455000 - 1719670460000,1020,43,25.953488372093023,4.635321861693392,5000,204.2
1719670460000 - 1719670465000,1000,41,23.48780487804878,2.955952664886462,5001,231.2
1719670460000 - 1719670465000,1001,71,19.52112676056338,1.949063732830711,5001,231.2
1719670460000 - 1719670465000,1002,58,23.844827586206897,2.3838662029824076,5001,231.2
1719670460000 - 1719670465000,1003,62,19.112903225806452,1.9927678814514331,5001,231.2
1719670460000 - 1719670465000,1004,54,21.27777777777778,2.255993389360772,5001,231.2
1719670460000 - 1719670465000,1005,61,22.0327868852459,2.442567938647761,5001,231.2
1719670460000 - 1719670465000,1006,59,23.16949152542373,2.935190014193239,5001,231.2
1719670460000 - 1719670465000,1007,50,25.8,4.019950248448356,5001,231.2
1719670460000 - 1719670465000,1008,45,28.444444444444443,4.008632659956401,5001,231.2
1719670460000 - 1719670465000,1009,50,27.0,3.5777087639996634,5001,231.2
1719670460000 - 1719670465000,1010,54,23.40740740740741,3.0155063361977597,5001,231.2
1719670460000 - 1719670465000,1011,63,27.936507936507937,7.72724106471121,5001,231.2
1719670460000 - 1719670465000,1012,58,29.70689655172414,8.50964690034838,5001,231.2
1719670460000 - 1719670465000,1013,56,26.035714285714285,4.39546960644986,5001,231.2
1719670460000 - 1719670465000,1014,51,26.941176470588236,7.691124920158662,5001,231.2
1719670460000 - 1719670465000,1015,45,25.555555555555557,4.68356728030417,5001,231.2
1719670460000 - 1719670465000,1016,53,26.37735849056604,5.72721544871614,5001,231.2
1719670460000 - 1719670465000,1017,48,28.0625,4.892197231306195,5001,231.2
1719670460000 - 1719670465000,1018,59,27.491525423728813,4.518785202571677,5001,231.2
1719670460000 - 1719670465000,1019,59,26.54237288135593,5.969760049398985,5001,231.2
1719670460000 - 1719670465000,1020,59,25.8135593220339,4.556517315131268,5001,231.2
1719670465000 - 1719670470000,1000,54,23.64814814814815,2.568739476196573,5000,220.0
1719670465000 - 1719670470000,1001,48,19.291666666666668,1.9360433592481572,5000,220.0
1719670465000 - 1719670470000,1002,46,24.108695652173914,2.247977456849342,5000,220.0
1719670465000 - 1719670470000,1003,56,19.660714285714285,2.081180860836031,5000,220.0
1719670465000 - 1719670470000,1004,41,19.926829268292682,2.423364360658385,5000,220.0
1719670465000 - 1719670470000,1005,64,22.3125,2.2211694554896075,5000,220.0
1719670465000 - 1719670470000,1006,57,22.736842105263158,2.5098145300139714,5000,220.0
1719670465000 - 1719670470000,1007,59,25.661016949152543,3.7444203438686117,5000,220.0
1719670465000 - 1719670470000,1008,42,29.357142857142858,3.5977600741322937,5000,220.0
1719670465000 - 1719670470000,1009,53,28.30188679245283,3.834229674228087,5000,220.0
1719670465000 - 1719670470000,1010,48,23.75,2.996525766060867,5000,220.0
1719670465000 - 1719670470000,1011,61,25.83606557377049,5.125251942208297,5000,220.0
1719670465000 - 1719670470000,1012,50,27.06,6.36367818168078,5000,220.0
1719670465000 - 1719670470000,1013,56,26.160714285714285,4.435154956683691,5000,220.0
1719670465000 - 1719670470000,1014,51,24.686274509803923,4.151494869337377,5000,220.0
1719670465000 - 1719670470000,1015,54,25.444444444444443,3.933082226761746,5000,220.0
1719670465000 - 1719670470000,1016,36,26.75,5.079233319223592,5000,220.0
1719670465000 - 1719670470000,1017,58,27.362068965517242,6.174749124771342,5000,220.0
1719670465000 - 1719670470000,1018,58,26.413793103448278,3.0796018705884287,5000,220.0
1719670465000 - 1719670470000,1019,48,27.041666666666668,4.966380025285575,5000,220.0
1719670465000 - 1719670470000,1020,60,27.2,5.641512799477341,5000,220.0
1719670470000 - 1719670475000,1000,38,22.789473684210527,2.041128361017402,4999,180.6
1719670470000 - 1719670475000,1001,39,18.897435897435898,1.905388738785569,4999,180.6
1719670470000 - 1719670475000,1002,45,24.333333333333332,2.3851391759997758,4999,180.6
1719670470000 - 1719670475000,1003,46,19.58695652173913,2.336627883869158,4999,180.6
1719670470000 - 1719670475000,1004,51,21.19607843137255,2.14219612294081,4999,180.6
1719670470000 - 1719670475000,1005,30,21.766666666666666,3.1483681840315665,4999,180.6
1719670470000 - 1719670475000,1006,38,22.86842105263158,3.1720079364702842,4999,180.6
1719670470000 - 1719670475000,1007,39,24.384615384615383,4.371324886384838,4999,180.6
1719670470000 - 1719670475000,1008,41,27.4390243902439,3.8952678012310726,4999,180.6
1719670470000 - 1719670475000,1009,48,27.770833333333332,2.8740185522868305,4999,180.6
1719670470000 - 1719670475000,1010,47,23.76595744680851,3.177130820962268,4999,180.6
1719670470000 - 1719670475000,1011,42,27.285714285714285,8.528064912772567,4999,180.6
1719670470000 - 1719670475000,1012,40,29.875,8.376119328185338,4999,180.6
1719670470000 - 1719670475000,1013,43,23.953488372093023,2.868866467440464,4999,180.6
1719670470000 - 1719670475000,1014,53,26.150943396226417,6.662755468329772,4999,180.6
1719670470000 - 1719670475000,1015,37,26.135135135135137,4.211709302885085,4999,180.6
1719670470000 - 1719670475000,1016,49,25.714285714285715,4.485805276602166,4999,180.6
1719670470000 - 1719670475000,1017,38,28.55263157894737,6.6991647885587895,4999,180.6
1719670470000 - 1719670475000,1018,52,27.01923076923077,4.325640835651205,4999,180.6
1719670470000 - 1719670475000,1019,42,27.19047619047619,5.328441634233513,4999,180.6
1719670470000 - 1719670475000,1020,45,27.533333333333335,6.031767752676012,4999,180.6
1719670475000 - 1719670480000,1000,44,23.34090909090909,2.255731909221703,5000,207.8
1719670475000 - 1719670480000,1001,50,19.42,1.9192706948213427,5000,207.8
1719670475000 - 1719670480000,1002,50,23.52,2.563123094976127,5000,207.8
1719670475000 - 1719670480000,1003,55,19.927272727272726,2.4632170055699367,5000,207.8
1719670475000 - 1719670480000,1004,50,21.24,2.186869909253863,5000,207.8
1719670475000 - 1719670480000,1005,42,22.071428571428573,3.0967944804945917,5000,207.8
1719670475000 - 1719670480000,1006,53,23.339622641509433,3.034042052832374,5000,207.8
1719670475000 - 1719670480000,1007,38,26.657894736842106,4.360566813647979,5000,207.8
1719670475000 - 1719670480000,1008,51,28.58823529411765,4.568332903069141,5000,207.8
1719670475000 - 1719670480000,1009,51,27.49019607843137,3.1271897364611183,5000,207.8
1719670475000 - 1719670480000,1010,49,23.448979591836736,2.5559951493821615,5000,207.8
1719670475000 - 1719670480000,1011,44,26.068181818181817,4.185460370424823,5000,207.8
1719670475000 - 1719670480000,1012,57,30.80701754385965,7.805617852055262,5000,207.8
1719670475000 - 1719670480000,1013,54,25.51851851851852,3.994165841346048,5000,207.8
1719670475000 - 1719670480000,1014,62,25.79032258064516,5.900074074915511,5000,207.8
1719670475000 - 1719670480000,1015,55,25.618181818181817,3.933496751519553,5000,207.8
1719670475000 - 1719670480000,1016,49,26.285714285714285,4.9363292980488565,5000,207.8
1719670475000 - 1719670480000,1017,32,26.34375,5.157575587182412,5000,207.8
1719670475000 - 1719670480000,1018,48,26.083333333333332,4.1424295072121895,5000,207.8
1719670475000 - 1719670480000,1019,62,28.032258064516128,6.329571513641815,5000,207.8
1719670475000 - 1719670480000,1020,43,25.953488372093023,5.400058089145325,5000,207.8
1719670480000 - 1719670485000,1000,53,23.62264150943396,2.3650474892063995,5000,211.4
1719670480000 - 1719670485000,1001,42,19.452380952380953,1.8021466162063104,5000,211.4
1719670480000 - 1719670485000,1002,56,24.035714285714285,2.4782214656186525,5000,211.4
1719670480000 - 1719670485000,1003,62,19.70967741935484,1.7724331442343424,5000,211.4
1719670480000 - 1719670485000,1004,49,21.571428571428573,2.6649654437396615,5000,211.4
1719670480000 - 1719670485000,1005,44,22.204545454545453,2.7434181189178237,5000,211.4
1719670480000 - 1719670485000,1006,47,23.19148936170213,2.936478553035935,5000,211.4
1719670480000 - 1719670485000,1007,57,25.596491228070175,4.179564524964785,5000,211.4
1719670480000 - 1719670485000,1008,69,28.52173913043478,4.516022026788601,5000,211.4
1719670480000 - 1719670485000,1009,41,27.73170731707317,3.028518032852424,5000,211.4
1719670480000 - 1719670485000,1010,48,23.333333333333332,2.383391607679182,5000,211.4
1719670480000 - 1719670485000,1011,53,26.660377358490567,6.249357389534453,5000,211.4
1719670480000 - 1719670485000,1012,51,29.96078431372549,8.547355477535831,5000,211.4
1719670480000 - 1719670485000,1013,47,25.319148936170212,4.434422330287219,5000,211.4
1719670480000 - 1719670485000,1014,39,25.076923076923077,5.726164041931429,5000,211.4
1719670480000 - 1719670485000,1015,39,26.05128205128205,4.971450378829605,5000,211.4
1719670480000 - 1719670485000,1016,41,26.804878048780488,6.455171918494737,5000,211.4
1719670480000 - 1719670485000,1017,45,27.733333333333334,4.668571040003092,5000,211.4
1719670480000 - 1719670485000,1018,60,27.633333333333333,4.335768546508092,5000,211.4
1719670480000 - 1719670485000,1019,64,26.90625,5.014724412916427,5000,211.4
1719670480000 - 1719670485000,1020,50,26.06,4.867894822199839,5000,211.4
1719670485000 - 1719670490000,1000,48,23.770833333333332,1.9710359303901308,5000,198.2
1719670485000 - 1719670490000,1001,44,19.613636363636363,1.7348815664438817,5000,198.2
1719670485000 - 1719670490000,1002,44,24.363636363636363,2.5324342322152944,5000,198.2
1719670485000 - 1719670490000,1003,51,19.88235294117647,2.398096130663472,5000,198.2
1719670485000 - 1719670490000,1004,55,20.98181818181818,2.2521981915930214,5000,198.2
1719670485000 - 1719670490000,1005,51,22.215686274509803,2.885485825748573,5000,198.2
1719670485000 - 1719670490000,1006,49,22.93877551020408,2.6217937718778326,5000,198.2
1719670485000 - 1719670490000,1007,45,25.933333333333334,3.6539172282785928,5000,198.2
1719670485000 - 1719670490000,1008,52,30.115384615384617,4.083992419537558,5000,198.2
1719670485000 - 1719670490000,1009,35,28.514285714285716,3.2895629633426866,5000,198.2
1719670485000 - 1719670490000,1010,53,23.32075471698113,3.082351374590511,5000,198.2
1719670485000 - 1719670490000,1011,52,26.53846153846154,6.686558096030994,5000,198.2
1719670485000 - 1719670490000,1012,48,30.75,9.432876902974334,5000,198.2
1719670485000 - 1719670490000,1013,37,27.243243243243242,4.99407976754642,5000,198.2
1719670485000 - 1719670490000,1014,43,26.0,6.283977410289064,5000,198.2
1719670485000 - 1719670490000,1015,61,25.557377049180328,4.325011476015987,5000,198.2
1719670485000 - 1719670490000,1016,40,27.65,4.886460886981498,5000,198.2
1719670485000 - 1719670490000,1017,41,27.195121951219512,4.824831664927181,5000,198.2
1719670485000 - 1719670490000,1018,52,25.365384615384617,3.1806436585760807,5000,198.2
1719670485000 - 1719670490000,1019,44,26.34090909090909,5.7284901303531734,5000,198.2
1719670485000 - 1719670490000,1020,46,26.130434782608695,5.612907080820117,5000,198.2
1719670490000 - 1719670495000,1000,54,22.90740740740741,1.8882533426082042,5000,204.8
1719670490000 - 1719670495000,1001,54,19.90740740740741,2.171093925655729,5000,204.8
1719670490000 - 1719670495000,1002,44,24.363636363636363,2.7723546694503467,5000,204.8
1719670490000 - 1719670495000,1003,43,19.302325581395348,1.9473880386472857,5000,204.8
1719670490000 - 1719670495000,1004,48,20.416666666666668,2.413791392993373,5000,204.8
1719670490000 - 1719670495000,1005,48,22.229166666666668,2.917187453505326,5000,204.8
1719670490000 - 1719670495000,1006,48,23.833333333333332,3.380910462516799,5000,204.8
1719670490000 - 1719670495000,1007,54,25.333333333333332,3.646408684760431,5000,204.8
1719670490000 - 1719670495000,1008,52,29.346153846153847,4.287210924924606,5000,204.8
1719670490000 - 1719670495000,1009,45,27.355555555555554,2.6928345706135306,5000,204.8
1719670490000 - 1719670495000,1010,44,23.818181818181817,2.4796693994519736,5000,204.8
1719670490000 - 1719670495000,1011,48,25.958333333333332,5.693411152863945,5000,204.8
1719670490000 - 1719670495000,1012,44,30.022727272727273,7.346887517741584,5000,204.8
1719670490000 - 1719670495000,1013,54,26.98148148148148,6.372657858035608,5000,204.8
1719670490000 - 1719670495000,1014,45,25.533333333333335,5.251877970994968,5000,204.8
1719670490000 - 1719670495000,1015,68,25.147058823529413,4.947562400053399,5000,204.8
1719670490000 - 1719670495000,1016,54,26.77777777777778,4.336181400241746,5000,204.8
1719670490000 - 1719670495000,1017,42,27.476190476190474,4.958101092142969,5000,204.8
1719670490000 - 1719670495000,1018,44,27.068181818181817,4.158221468984542,5000,204.8
1719670490000 - 1719670495000,1019,45,27.177777777777777,6.770159653094973,5000,204.8
1719670490000 - 1719670495000,1020,46,28.717391304347824,6.523079572391438,5000,204.8
1719670495000 - 1719670500000,1000,49,23.714285714285715,2.294625486315573,5001,210.4
1719670495000 - 1719670500000,1001,43,19.651162790697676,2.0560033586325903,5001,210.4
1719670495000 - 1719670500000,1002,46,23.543478260869566,2.6102350530433283,5001,210.4
1719670495000 - 1719670500000,1003,43,19.488372093023255,2.356308632835412,5001,210.4
1719670495000 - 1719670500000,1004,60,20.283333333333335,2.9669943639237935,5001,210.4
1719670495000 - 1719670500000,1005,61,22.360655737704917,2.4362884084919676,5001,210.4
1719670495000 - 1719670500000,1006,57,23.526315789473685,3.44941013598585,5001,210.4
1719670495000 - 1719670500000,1007,50,25.36,4.008790341237615,5001,210.4
1719670495000 - 1719670500000,1008,52,28.692307692307693,4.088155788552987,5001,210.4
1719670495000 - 1719670500000,1009,49,27.653061224489797,3.6284084350802854,5001,210.4
1719670495000 - 1719670500000,1010,42,23.904761904761905,3.1908315367144673,5001,210.4
1719670495000 - 1719670500000,1011,43,25.674418604651162,4.563357241455269,5001,210.4
1719670495000 - 1719670500000,1012,49,32.02040816326531,9.033926521996474,5001,210.4
1719670495000 - 1719670500000,1013,56,27.035714285714285,5.756872556575581,5001,210.4
1719670495000 - 1719670500000,1014,64,23.953125,4.291815202728911,5001,210.4
1719670495000 - 1719670500000,1015,54,25.01851851851852,4.486567362037653,5001,210.4
1719670495000 - 1719670500000,1016,53,27.28301886792453,6.241605255818035,5001,210.4
